FIPS,County name,State,Year,Population
5069,Jefferson County,Arkansas,2010,77456
5071,Johnson County,Arkansas,2010,25540
5073,Lafayette County,Arkansas,2010,7643
5075,Lawrence County,Arkansas,2010,17410
5077,Lee County,Arkansas,2010,10428
5079,Lincoln County,Arkansas,2010,14142
5081,Little River County,Arkansas,2010,13168
5083,Logan County,Arkansas,2010,22361
5085,Lonoke County,Arkansas,2010,68355
5087,Madison County,Arkansas,2010,15722
5089,Marion County,Arkansas,2010,16646
5091,Miller County,Arkansas,2010,43462
5093,Mississippi County,Arkansas,2010,46480
5095,Monroe County,Arkansas,2010,8155
5097,Montgomery County,Arkansas,2010,9493
5099,Nevada County,Arkansas,2010,9020
5101,Newton County,Arkansas,2010,8327
5103,Ouachita County,Arkansas,2010,26128
5105,Perry County,Arkansas,2010,10441
5107,Phillips County,Arkansas,2010,21755
5109,Pike County,Arkansas,2010,11287
5111,Poinsett County,Arkansas,2010,24577
5113,Polk County,Arkansas,2010,20658
5115,Pope County,Arkansas,2010,61754
5117,Prairie County,Arkansas,2010,8716
5119,Pulaski County,Arkansas,2010,382786
5121,Randolph County,Arkansas,2010,17970
5123,St. Francis County,Arkansas,2010,28254
5125,Saline County,Arkansas,2010,107130
5127,Scott County,Arkansas,2010,11218
5129,Searcy County,Arkansas,2010,8189
5131,Sebastian County,Arkansas,2010,125761
5133,Sevier County,Arkansas,2010,17059
5135,Sharp County,Arkansas,2010,17264
5137,Stone County,Arkansas,2010,12396
5139,Union County,Arkansas,2010,41639
5141,Van Buren County,Arkansas,2010,17274
5143,Washington County,Arkansas,2010,203046
5145,White County,Arkansas,2010,77078
5147,Woodruff County,Arkansas,2010,7264
5149,Yell County,Arkansas,2010,22185
4001,Apache County,Arizona,2010,71517
4003,Cochise County,Arizona,2010,131357
4005,Coconino County,Arizona,2010,134431
4007,Gila County,Arizona,2010,53594
4009,Graham County,Arizona,2010,37219
4011,Greenlee County,Arizona,2010,8437
4012,La Paz County,Arizona,2010,20489
4013,Maricopa County,Arizona,2010,3817359
4015,Mohave County,Arizona,2010,200182
4017,Navajo County,Arizona,2010,107488
4019,Pima County,Arizona,2010,980263
4021,Pinal County,Arizona,2010,375768
4023,Santa Cruz County,Arizona,2010,47420
4025,Yavapai County,Arizona,2010,211014
4027,Yuma County,Arizona,2010,195750
2013,Aleutians East Borough,Alaska,2010,3141
2016,Aleutians West Census Area,Alaska,2010,5561
2020,Anchorage Municipality,Alaska,2010,291829
2050,Bethel Census Area,Alaska,2010,17013
2060,Bristol Bay Borough,Alaska,2010,997
2068,Denali Borough,Alaska,2010,1822
2070,Dillingham Census Area,Alaska,2010,4847
2090,Fairbanks North Star Borough,Alaska,2010,97585
2100,Haines Borough,Alaska,2010,2508
2110,Juneau City and Borough,Alaska,2010,31275
2122,Kenai Peninsula Borough,Alaska,2010,55400
2130,Ketchikan Gateway Borough,Alaska,2010,13519
2150,Kodiak Island Borough,Alaska,2010,13606
2158,Kusilvak Census Area,Alaska,2010,7459
2164,Lake and Peninsula Borough,Alaska,2010,1635
2170,Matanuska-Susitna Borough,Alaska,2010,88992
2180,Nome Census Area,Alaska,2010,9492
2185,North Slope Borough,Alaska,2010,9430
2188,Northwest Arctic Borough,Alaska,2010,7523
2220,Sitka City and Borough,Alaska,2010,8881
2240,Southeast Fairbanks Census Area,Alaska,2010,7029
2261,Valdez-Cordova Census Area,Alaska,2010,9636
2282,Yakutat City and Borough,Alaska,2010,662
2290,Yukon-Koyukuk Census Area,Alaska,2010,5588
1001,Autauga County,Alabama,2010,54574
1003,Baldwin County,Alabama,2010,182264
1005,Barbour County,Alabama,2010,27457
1007,Bibb County,Alabama,2010,22920
1009,Blount County,Alabama,2010,57321
1011,Bullock County,Alabama,2010,10911
1013,Butler County,Alabama,2010,20943
1015,Calhoun County,Alabama,2010,118594
1017,Chambers County,Alabama,2010,34171
1019,Cherokee County,Alabama,2010,25989
1021,Chilton County,Alabama,2010,43630
1023,Choctaw County,Alabama,2010,13858
1025,Clarke County,Alabama,2010,25833
1027,Clay County,Alabama,2010,13930
1029,Cleburne County,Alabama,2010,14972
1031,Coffee County,Alabama,2010,49952
1033,Colbert County,Alabama,2010,54428
1035,Conecuh County,Alabama,2010,13233
1037,Coosa County,Alabama,2010,11758
1039,Covington County,Alabama,2010,37766
1041,Crenshaw County,Alabama,2010,13898
1043,Cullman County,Alabama,2010,80406
1045,Dale County,Alabama,2010,50249
1047,Dallas County,Alabama,2010,43818
1049,DeKalb County,Alabama,2010,71116
1051,Elmore County,Alabama,2010,79293
1053,Escambia County,Alabama,2010,38320
1055,Etowah County,Alabama,2010,104427
1057,Fayette County,Alabama,2010,17232
1059,Franklin County,Alabama,2010,31709
1061,Geneva County,Alabama,2010,26787
1063,Greene County,Alabama,2010,9043
1065,Hale County,Alabama,2010,15762
1067,Henry County,Alabama,2010,17300
1069,Houston County,Alabama,2010,101554
1071,Jackson County,Alabama,2010,53224
1073,Jefferson County,Alabama,2010,658506
1075,Lamar County,Alabama,2010,14564
1077,Lauderdale County,Alabama,2010,92709
1079,Lawrence County,Alabama,2010,34339
1081,Lee County,Alabama,2010,140300
1083,Limestone County,Alabama,2010,82782
1085,Lowndes County,Alabama,2010,11296
1087,Macon County,Alabama,2010,21448
1089,Madison County,Alabama,2010,334811
1091,Marengo County,Alabama,2010,21038
1093,Marion County,Alabama,2010,30776
1095,Marshall County,Alabama,2010,93019
1097,Mobile County,Alabama,2010,413145
1099,Monroe County,Alabama,2010,23067
1101,Montgomery County,Alabama,2010,229378
1103,Morgan County,Alabama,2010,119486
1105,Perry County,Alabama,2010,10579
1107,Pickens County,Alabama,2010,19746
1109,Pike County,Alabama,2010,32895
1111,Randolph County,Alabama,2010,22916
1113,Russell County,Alabama,2010,52947
1115,St. Clair County,Alabama,2010,83345
1117,Shelby County,Alabama,2010,195313
1119,Sumter County,Alabama,2010,13763
1121,Talladega County,Alabama,2010,82283
1123,Tallapoosa County,Alabama,2010,41618
1125,Tuscaloosa County,Alabama,2010,194668
1127,Walker County,Alabama,2010,67023
1129,Washington County,Alabama,2010,17581
1131,Wilcox County,Alabama,2010,11667
1133,Winston County,Alabama,2010,24488
46003,Aurora County,South Dakota,2018,2801
46005,Beadle County,South Dakota,2018,18883
46007,Bennett County,South Dakota,2018,3468
46009,Bon Homme County,South Dakota,2018,6980
46011,Brookings County,South Dakota,2018,35232
46013,Brown County,South Dakota,2018,39316
46015,Brule County,South Dakota,2018,5229
46017,Buffalo County,South Dakota,2018,2036
46019,Butte County,South Dakota,2018,10222
46021,Campbell County,South Dakota,2018,1377
46023,Charles Mix County,South Dakota,2018,9338
46025,Clark County,South Dakota,2018,3739
46027,Clay County,South Dakota,2018,14041
46029,Codington County,South Dakota,2018,28015
46031,Corson County,South Dakota,2018,4165
46033,Custer County,South Dakota,2018,8726
46035,Davison County,South Dakota,2018,19790
46037,Day County,South Dakota,2018,5505
46039,Deuel County,South Dakota,2018,4337
46041,Dewey County,South Dakota,2018,5904
46043,Douglas County,South Dakota,2018,2935
46045,Edmunds County,South Dakota,2018,3875
46047,Fall River County,South Dakota,2018,6758
46049,Faulk County,South Dakota,2018,2330
46051,Grant County,South Dakota,2018,7147
46053,Gregory County,South Dakota,2018,4212
46055,Haakon County,South Dakota,2018,1918
46057,Hamlin County,South Dakota,2018,6111
46059,Hand County,South Dakota,2018,3262
46061,Hanson County,South Dakota,2018,3376
46063,Harding County,South Dakota,2018,1249
46065,Hughes County,South Dakota,2018,17650
46067,Hutchinson County,South Dakota,2018,7380
46069,Hyde County,South Dakota,2018,1282
46071,Jackson County,South Dakota,2018,3307
46073,Jerauld County,South Dakota,2018,2043
46075,Jones County,South Dakota,2018,928
46077,Kingsbury County,South Dakota,2018,4919
46079,Lake County,South Dakota,2018,13057
46081,Lawrence County,South Dakota,2018,25741
46083,Lincoln County,South Dakota,2018,58807
46085,Lyman County,South Dakota,2018,3821
46087,McCook County,South Dakota,2018,5546
46089,McPherson County,South Dakota,2018,2407
46091,Marshall County,South Dakota,2018,5112
46093,Meade County,South Dakota,2018,28294
46095,Mellette County,South Dakota,2018,2042
46097,Miner County,South Dakota,2018,2213
46099,Minnehaha County,South Dakota,2018,192876
46101,Moody County,South Dakota,2018,6579
46102,Oglala Lakota County,South Dakota,2018,14309
46103,Pennington County,South Dakota,2018,111729
46105,Perkins County,South Dakota,2018,2922
46107,Potter County,South Dakota,2018,2207
46109,Roberts County,South Dakota,2018,10447
46111,Sanborn County,South Dakota,2018,2429
46115,Spink County,South Dakota,2018,6495
46117,Stanley County,South Dakota,2018,3022
46119,Sully County,South Dakota,2018,1392
46121,Todd County,South Dakota,2018,10283
46123,Tripp County,South Dakota,2018,5478
46125,Turner County,South Dakota,2018,8424
46127,Union County,South Dakota,2018,15619
46129,Walworth County,South Dakota,2018,5587
46135,Yankton County,South Dakota,2018,22869
46137,Ziebach County,South Dakota,2018,2742
72001,Adjuntas Municipio,Puerto Rico,2018,17302
72003,Aguada Municipio,Puerto Rico,2018,36621
72005,Aguadilla Municipio,Puerto Rico,2018,50598
72007,Aguas Buenas Municipio,Puerto Rico,2018,24848
72009,Aibonito Municipio,Puerto Rico,2018,22143
72011,AÒasco Municipio,Puerto Rico,2018,26031
72013,Arecibo Municipio,Puerto Rico,2018,82114
72015,Arroyo Municipio,Puerto Rico,2018,17169
72017,Barceloneta Municipio,Puerto Rico,2018,23504
72019,Barranquitas Municipio,Puerto Rico,2018,27476
72021,BayamÛn Municipio,Puerto Rico,2018,170480
72023,Cabo Rojo Municipio,Puerto Rico,2018,47117
72025,Caguas Municipio,Puerto Rico,2018,124434
72027,Camuy Municipio,Puerto Rico,2018,30503
72029,CanÛvanas Municipio,Puerto Rico,2018,44296
72031,Carolina Municipio,Puerto Rico,2018,147661
72033,CataÒo Municipio,Puerto Rico,2018,23244
72035,Cayey Municipio,Puerto Rico,2018,42349
72037,Ceiba Municipio,Puerto Rico,2018,11018
72039,Ciales Municipio,Puerto Rico,2018,15918
72041,Cidra Municipio,Puerto Rico,2018,38288
72043,Coamo Municipio,Puerto Rico,2018,37845
72045,ComerÌo Municipio,Puerto Rico,2018,18598
72047,Corozal Municipio,Puerto Rico,2018,32320
72049,Culebra Municipio,Puerto Rico,2018,1710
72051,Dorado Municipio,Puerto Rico,2018,35779
72053,Fajardo Municipio,Puerto Rico,2018,29699
72054,Florida Municipio,Puerto Rico,2018,11329
72055,Gu·nica Municipio,Puerto Rico,2018,15551
72057,Guayama Municipio,Puerto Rico,2018,39521
72059,Guayanilla Municipio,Puerto Rico,2018,17719
72061,Guaynabo Municipio,Puerto Rico,2018,83787
72063,Gurabo Municipio,Puerto Rico,2018,46068
72065,Hatillo Municipio,Puerto Rico,2018,38826
72067,Hormigueros Municipio,Puerto Rico,2018,15462
72069,Humacao Municipio,Puerto Rico,2018,50532
72071,Isabela Municipio,Puerto Rico,2018,40268
72073,Jayuya Municipio,Puerto Rico,2018,13947
72075,Juana DÌaz Municipio,Puerto Rico,2018,44510
72077,Juncos Municipio,Puerto Rico,2018,37723
72079,Lajas Municipio,Puerto Rico,2018,21991
72081,Lares Municipio,Puerto Rico,2018,24484
72083,Las MarÌas Municipio,Puerto Rico,2018,7961
72085,Las Piedras Municipio,Puerto Rico,2018,36458
72087,LoÌza Municipio,Puerto Rico,2018,24686
72089,Luquillo Municipio,Puerto Rico,2018,17594
72091,ManatÌ Municipio,Puerto Rico,2018,37393
72093,Maricao Municipio,Puerto Rico,2018,5426
72095,Maunabo Municipio,Puerto Rico,2018,10370
72097,Mayag¸ez Municipio,Puerto Rico,2018,71986
72099,Moca Municipio,Puerto Rico,2018,34909
72101,Morovis Municipio,Puerto Rico,2018,30068
72103,Naguabo Municipio,Puerto Rico,2018,25376
72105,Naranjito Municipio,Puerto Rico,2018,27209
72107,Orocovis Municipio,Puerto Rico,2018,20221
72109,Patillas Municipio,Puerto Rico,2018,16310
72111,PeÒuelas Municipio,Puerto Rico,2018,19402
72113,Ponce Municipio,Puerto Rico,2018,133191
72115,Quebradillas Municipio,Puerto Rico,2018,22828
72117,RincÛn Municipio,Puerto Rico,2018,13627
72119,RÌo Grande Municipio,Puerto Rico,2018,47889
72121,Sabana Grande Municipi,Puerto Rico,2018,21741
72123,Salinas Municipio,Puerto Rico,2018,27083
72125,San Germ·n Municipio,Puerto Rico,2018,30229
72127,San Juan Municipio,Puerto Rico,2018,320967
72129,San Lorenzo Municipio,Puerto Rico,2018,35900
72131,San Sebasti·n Municipi,Puerto Rico,2018,35652
72133,Santa Isabel Municipio,Puerto Rico,2018,21037
72135,Toa Alta Municipio,Puerto Rico,2018,71094
72137,Toa Baja Municipio,Puerto Rico,2018,74623
72139,Trujillo Alto Municipi,Puerto Rico,2018,63746
72141,Utuado Municipio,Puerto Rico,2018,27545
72143,Vega Alta Municipio,Puerto Rico,2018,35806
72145,Vega Baja Municipio,Puerto Rico,2018,50185
72147,Vieques Municipio,Puerto Rico,2018,8364
72149,Villalba Municipio,Puerto Rico,2018,21476
72151,Yabucoa Municipio,Puerto Rico,2018,32158
72153,Yauco Municipio,Puerto Rico,2018,33860
56001,Albany County,Wyoming,2018,38601
56003,Big Horn County,Wyoming,2018,11881
56005,Campbell County,Wyoming,2018,46140
56007,Carbon County,Wyoming,2018,14971
56009,Converse County,Wyoming,2018,13640
56011,Crook County,Wyoming,2018,7450
56013,Fremont County,Wyoming,2018,39531
56015,Goshen County,Wyoming,2018,13376
56017,Hot Springs County,Wyoming,2018,4555
56019,Johnson County,Wyoming,2018,8460
56021,Laramie County,Wyoming,2018,98976
56023,Lincoln County,Wyoming,2018,19434
56025,Natrona County,Wyoming,2018,79115
56027,Niobrara County,Wyoming,2018,2388
56029,Park County,Wyoming,2018,29324
56031,Platte County,Wyoming,2018,8566
56033,Sheridan County,Wyoming,2018,30233
56035,Sublette County,Wyoming,2018,9813
56037,Sweetwater County,Wyoming,2018,43051
56039,Teton County,Wyoming,2018,23081
56041,Uinta County,Wyoming,2018,20299
56043,Washakie County,Wyoming,2018,7885
56045,Weston County,Wyoming,2018,6967
55001,Adams County,Wisconsin,2018,20348
55003,Ashland County,Wisconsin,2018,15600
55005,Barron County,Wisconsin,2018,45164
55007,Bayfield County,Wisconsin,2018,15042
55009,Brown County,Wisconsin,2018,263378
55011,Buffalo County,Wisconsin,2018,13125
55013,Burnett County,Wisconsin,2018,15392
55015,Calumet County,Wisconsin,2018,50159
55017,Chippewa County,Wisconsin,2018,64135
55019,Clark County,Wisconsin,2018,34709
55021,Columbia County,Wisconsin,2018,57358
55023,Crawford County,Wisconsin,2018,16291
55025,Dane County,Wisconsin,2018,542364
55027,Dodge County,Wisconsin,2018,87847
55029,Door County,Wisconsin,2018,27610
55031,Douglas County,Wisconsin,2018,43208
55033,Dunn County,Wisconsin,2018,45131
55035,Eau Claire County,Wisconsin,2018,104534
55037,Florence County,Wisconsin,2018,4321
55039,Fond du Lac County,Wisconsin,2018,103066
55041,Forest County,Wisconsin,2018,8991
55043,Grant County,Wisconsin,2018,51554
55045,Green County,Wisconsin,2018,36929
55047,Green Lake County,Wisconsin,2018,18918
55049,Iowa County,Wisconsin,2018,23771
55051,Iron County,Wisconsin,2018,5676
55053,Jackson County,Wisconsin,2018,20478
55055,Jefferson County,Wisconsin,2018,85129
55057,Juneau County,Wisconsin,2018,26617
55059,Kenosha County,Wisconsin,2018,169290
55061,Kewaunee County,Wisconsin,2018,20383
55063,La Crosse County,Wisconsin,2018,118230
55065,Lafayette County,Wisconsin,2018,16665
55067,Langlade County,Wisconsin,2018,19268
55069,Lincoln County,Wisconsin,2018,27689
55071,Manitowoc County,Wisconsin,2018,79074
55073,Marathon County,Wisconsin,2018,135428
55075,Marinette County,Wisconsin,2018,40434
55077,Marquette County,Wisconsin,2018,15434
55078,Menominee County,Wisconsin,2018,4658
